"city","state","lat","lon"
"Alderwood Manor","WA",47.8146,-122.2677
"Clarkston Heights","WA",46.3963,-117.0824
"Pacific Beach","WA",47.215,-124.1967
"Napavine","WA",46.5844,-122.9007
"Hatton","WA",46.7735,-118.8277
"Shelton","WA",47.2188,-123.1127
"Chimacum","WA",48.0109,-122.7688
"Naselle","WA",46.365,-123.8013
"Grotto","WA",47.7362,-121.4234
"Sunrise Beach","WA",47.3234,-122.6979
"Bellingham","WA",48.7543,-122.4687
"Castle Rock","WA",46.2718,-122.9057
"Pine City","WA",47.2024,-117.5244
"Nooksack","WA",48.9276,-122.3212
"Elma","WA",47.0074,-123.4055
"Kenmore","WA",47.7532,-122.2459
"Ellensburg","WA",46.9994,-120.547
"Belmont","WA",47.0879,-117.1624
"DuPont","WA",47.1079,-122.6496
"Long Beach","WA",46.3559,-124.0557
"Seabeck","WA",47.6437,-122.8219
"Granite Falls","WA",48.0874,-121.9704
"Tonasket","WA",48.708,-119.4417
"Otis Orchards","WA",47.7005,-117.1063
"Milton","WA",47.2522,-122.3154
"West Pasco","WA",46.2497,-119.1684
"Badger","WA",46.2001,-119.3595
"Lamont","WA",47.2007,-117.9049
"Ravensdale","WA",47.3563,-121.9692
"Rollingbay","WA",47.6645,-122.5101
"Rocky Point","WA",47.5875,-122.6665
"Garrett","WA",46.0633,-118.3876
"Palouse","WA",46.9103,-117.0751
"Grayland","WA",46.8304,-124.0898
"Gilberton","WA",47.639,-122.6049
"Withrow","WA",47.7049,-119.8087
"Stanwood","WA",48.2448,-122.3431
"Ayer","WA",46.5963,-118.3483
"Sudden Valley","WA",48.7199,-122.3468
"Meridian","WA",47.6695,-122.3304
"Aberdeen Gardens","WA",47.0587,-123.7791
"Possession","WA",47.9176,-122.3762
"Benton City","WA",46.2624,-119.4814
"Bickleton","WA",46.0056,-120.3081
"Elmer City","WA",48,-118.9534
"Doty","WA",46.6345,-123.2776
"East Wenatchee","WA",47.4172,-120.2809
"Newman Lake","WA",47.7768,-117.0949
"Freeland","WA",48.0185,-122.5358
"Indianola","WA",47.7566,-122.5142
"Cowiche","WA",46.6729,-120.7154
"Husum","WA",45.7993,-121.487
"Alderdale","WA",45.8349,-119.9209
"Lamona","WA",47.3593,-118.4825
"Skokomish","WA",47.3298,-123.1579
"Vaughn","WA",47.355,-122.7773
"Ruby","WA",48.5221,-117.2991
"Bryant","WA",48.24,-122.1638
"Coalfield","WA",47.5026,-122.1218
"Swede Heaven","WA",48.2829,-121.7136
"Spokane","WA",47.6671,-117.433
"Brady","WA",47.0064,-123.5321
"Spring Glen","WA",47.5612,-121.8615
"Hoodsport","WA",47.402,-123.1542
"Leavenworth","WA",47.5948,-120.6633
"Tanglewilde","WA",47.0512,-122.7809
"Bow","WA",48.5618,-122.3982
"Carlsborg","WA",48.0842,-123.1697
"North Lynnwood","WA",47.8533,-122.2762
"Cedar Falls","WA",47.4254,-121.7768
"Chelan","WA",47.8417,-120.027
"Wilson Creek","WA",47.423,-119.1176
"Latah","WA",47.2822,-117.1557
"Brownsville","WA",47.6557,-122.6165
"Amber","WA",47.3518,-117.7116
"Zenith","WA",47.3865,-122.3232
"Goodnoe Hills","WA",45.7512,-120.4803
"Camas","WA",45.6003,-122.4306
"Olalla","WA",47.4293,-122.5457
"Basin City","WA",46.5891,-119.1567
"Blaine","WA",48.9839,-122.7414
"Oroville","WA",48.9421,-119.4304
"Orchards","WA",45.6888,-122.5305
"Union Gap","WA",46.5567,-120.4969
"Mead","WA",47.7795,-117.35
"Manzanita","WA",47.6762,-122.5596
"Pasco","WA",46.2503,-119.1298
"Touchet","WA",46.0412,-118.6724
"Pe Ell","WA",46.5712,-123.2982
"Baring","WA",47.7661,-121.4803
"Sappho","WA",48.0701,-124.2794
"Hunters","WA",48.1168,-118.2019
"Gleed","WA",46.6594,-120.6025
"Fairfield","WA",47.3848,-117.1748
"Torboy","WA",48.6772,-118.6689
"Cashmere","WA",47.5175,-120.4671
"Willapa","WA",46.6755,-123.6648
"Issaquah","WA",47.5421,-122.0445
"Toppenish","WA",46.3807,-120.3124
"Finley","WA",46.1697,-119.0446
"Darrington","WA",48.2546,-121.6029
"Picnic Point","WA",47.8745,-122.3079
"Aeneas","WA",48.5474,-118.9786
"Cedarhurst","WA",47.482,-122.4793
"Four Lakes","WA",47.5582,-117.5891
"Dayton","WA",46.3168,-117.977
"Port Madison","WA",47.7026,-122.5243
"Orting","WA",47.0966,-122.2111
"Wheeler","WA",47.1307,-119.172
"Fircrest","WA",47.2308,-122.5157
"Lebam","WA",46.5641,-123.551
"Marrowstone","WA",48.0568,-122.6933
"North Puyallup","WA",47.2015,-122.2742
"Five Corners","WA",45.6882,-122.574
"Graham","WA",47.0407,-122.2757
"Longview Heights","WA",46.1796,-122.9577
"Hobart","WA",47.412,-121.996
"Point Roberts","WA",48.9883,-123.0576
"Town and Country","WA",47.7259,-117.4221
"Lake Hills","WA",47.6134,-122.1215
"Rosedale","WA",47.3453,-122.6376
"Irondale","WA",48.042,-122.7727
"Dishman","WA",47.6568,-117.2833
"Bayview","WA",47.2795,-122.6057
"Conconully","WA",48.5571,-119.7513
"Entiat","WA",47.678,-120.2175
"Lochsloy","WA",48.0597,-122.0411
"Brinnon","WA",47.669,-122.9248
"Seahurst","WA",47.4693,-122.3621
"Dixie","WA",46.1392,-118.148
"Eastgate","WA",47.5727,-122.1458
"Blockhouse","WA",45.8396,-120.9376
"Buena","WA",46.4299,-120.3176
"Grapeview","WA",47.3316,-122.8413
"Startup","WA",47.8671,-121.7495
"Hayford","WA",47.6063,-117.5638
"Bell Hill","WA",48.055,-123.087
"Westport","WA",46.8919,-124.1121
"Southworth","WA",47.5126,-122.5298
"Twisp","WA",48.3619,-120.1171
"Milan","WA",47.9668,-117.3316
"Ritzville","WA",47.1254,-118.3809
"Lake Goodwin","WA",48.1387,-122.2804
"McMurray","WA",48.3162,-122.2354
"Portage","WA",47.4073,-122.4376
"Lake Bosworth","WA",48.0532,-121.9812
"Fords Prairie","WA",46.7461,-123.0029
"Longmire","WA",46.7498,-121.8126
"Carson","WA",45.7353,-121.8219
"Mount Vista","WA",45.7373,-122.6315
"Vancouver","WA",45.6352,-122.597
"Chelan Falls","WA",47.7994,-119.9883
"Espanola","WA",47.6032,-117.7416
"Battle Ground","WA",45.7764,-122.5413
"Summitview","WA",46.598,-120.6514
"Geneva","WA",48.7461,-122.4064
"Queets","WA",47.5314,-124.3385
"Wollochet","WA",47.2828,-122.5769
"College Place","WA",46.0431,-118.3869
"Garfield","WA",47.0103,-117.1395
"Ruff","WA",47.1696,-118.9983
"Ewan","WA",47.1168,-117.7349
"Glenwood","WA",46.0227,-121.2926
"Riverbend","WA",47.4651,-121.7491
"Trout Lake","WA",45.9975,-121.529
"Mount Vernon","WA",48.4202,-122.3116
"Ferndale","WA",48.8525,-122.5892
"Hansville","WA",47.8978,-122.5579
"Wickersham","WA",48.6551,-122.2129
"White Salmon","WA",45.7282,-121.4853
"Oysterville","WA",46.549,-124.0282
"Aberdeen","WA",46.9757,-123.8095
"Melbourne","WA",46.9454,-123.626
"Plymouth","WA",45.9346,-119.3503
"Winlock","WA",46.4906,-122.9342
"Satsop","WA",47.0223,-123.4737
"Merritt","WA",47.781,-120.8432
"Shoreline","WA",47.7564,-122.3426
"Peshastin","WA",47.5707,-120.604
"Marble","WA",48.8491,-117.9017
"South Snohomish","WA",47.899,-122.109
"Richmond Highlands","WA",47.7612,-122.3462
"Goldendale","WA",45.8192,-120.8233
"Nisqually","WA",47.0565,-122.7012
"Tillicum","WA",47.1234,-122.5571
"Anatone","WA",46.1349,-117.1324
"Tulalip","WA",48.0684,-122.2918
"Orient","WA",48.8637,-118.2059
"Dieringer","WA",47.2407,-122.2251
"Frederickson","WA",47.0914,-122.3594
"Keller","WA",48.0852,-118.7165
"Marblemount","WA",48.5378,-121.4346
"Turner","WA",46.4124,-117.8547
"Silvana","WA",48.2018,-122.246
"Everett","WA",47.9524,-122.167
"Burien","WA",47.4762,-122.3393
"Riner","VA",37.0676,-80.4405
"Powhatan","VA",37.5427,-77.9267
"Natural Bridge","VA",37.6301,-79.5431
"Chamberlayne Heights","VA",37.6274,-77.4322
"Manassas Park","VA",38.7719,-77.445
"McClure","VA",37.1026,-82.3763
"Brownsburg","VA",37.9285,-79.3192
"Burgess","VA",37.8832,-76.3477
"Lake Barcroft","VA",38.8514,-77.1579
"Clover","VA",36.839,-78.7284
"Columbia","VA",37.7538,-78.1632
"Verona","VA",38.1939,-79.0087
"Fairfax","VA",38.8531,-77.2997
"Falmouth","VA",38.3319,-77.4655
"Scottsburg","VA",36.7588,-78.7914
"Ashburn","VA",39.03,-77.4711
"Big Stone Gap","VA",36.8627,-82.7768
"Gwynn","VA",37.4984,-76.2883
"Jewell Valley","VA",37.2473,-81.8015
"Waynesboro","VA",38.0674,-78.9013
"University Heights","VA",38.041,-78.5222
"Batesville","VA",37.9957,-78.7222
"Whitetop","VA",36.6015,-81.6257
"Nellysford","VA",37.913,-78.8828
"Montrose","VA",37.52,-77.3772
"Lexington","VA",37.7825,-79.444
"Clinchco","VA",37.1588,-82.3562
"Dante","VA",36.9792,-82.296
"Ivor","VA",36.9052,-76.8978
"Montross","VA",38.094,-76.823
"Wintergreen","VA",37.9161,-78.9382
"Vesta","VA",36.7168,-80.3578
"Henry","VA",36.8293,-79.9917
"Jonesville","VA",36.687,-83.1153
"Evington","VA",37.2338,-79.2895
"Duffield","VA",36.7197,-82.7962
"McKenney","VA",36.9853,-77.7219
"Fancy Gap","VA",36.677,-80.6997
"Goshen","VA",37.9901,-79.5067
"Onley","VA",37.6916,-75.718
"Exmore","VA",37.5295,-75.8283
"Schuyler","VA",37.7939,-78.7002
"Kenbridge","VA",36.9608,-78.1284
"Penhook","VA",36.9905,-79.6318
"Mollusk","VA",37.7301,-76.538
"Toga","VA",37.494,-78.6333
"Laurel Park","VA",36.6871,-79.7872
"Bayside","VA",37.7548,-75.7129
"Lignum","VA",38.416,-77.8267
"Winchester","VA",39.1735,-78.1746
"Lebanon","VA",36.8993,-82.0776
"Tysons","VA",38.9214,-77.2273
"Mappsburg","VA",37.5759,-75.7592
"Orange","VA",38.2486,-78.1127
"Midlothian","VA",37.506,-77.6492
"Calverton","VA",38.6355,-77.6661
"Fulks Run","VA",38.6601,-78.9061
"Amelia Court House","VA",37.3366,-77.9882
"Boydton","VA",36.666,-78.3908
"Konnarock","VA",36.666,-81.6382
"Kilmarnock","VA",37.7118,-76.3834
"Crockett","VA",36.8862,-81.192
"Buckingham","VA",37.5501,-78.5556
"Hamilton","VA",39.1349,-77.6642
"Broadlands","VA",39.0168,-77.5167
"Mineral","VA",38.0068,-77.9061
"Apple Grove","VA",37.8929,-77.8969
"Susan","VA",37.366,-76.3136
"Free Union","VA",38.1539,-78.5595
"Keokee","VA",36.8622,-82.9161
"Cleveland","VA",36.9434,-82.1527
"Fairfax Station","VA",38.7942,-77.3358
"Bensley","VA",37.447,-77.442
"Lebanon Church","VA",39.0551,-78.3681
"Brumley Gap","VA",36.8021,-82.0268
"Patrick Springs","VA",36.6344,-80.1985
"Wachapreague","VA",37.6063,-75.6898
"Spencer","VA",36.6199,-80.0073
"Gressitt","VA",37.4874,-76.7077
"Commonwealth","VA",38.0749,-78.4872
"Oak Level","VA",36.7944,-79.9392
"Adwolf","VA",36.7929,-81.5927
"Cana","VA",36.5816,-80.6688
"Haynesville","VA",37.9501,-76.6625
"Jarratt","VA",36.816,-77.4689
"Strasburg","VA",38.9961,-78.3549
"Charles City","VA",37.344,-77.0687
"Rose Hill Farms","VA",38.7776,-77.113
"Radford","VA",37.1229,-80.5587
"Savageville","VA",37.6826,-75.7591
"Emory","VA",36.78,-81.828
"Cartersville","VA",37.6674,-78.0883
"Apple Mountain Lake","VA",38.9231,-78.1033
"Richmond","VA",37.5295,-77.4756
"Barracks","VA",38.0576,-78.5133
"Alberta","VA",36.8553,-77.8937
"Luray","VA",38.6653,-78.4548
"Middleburg","VA",38.9715,-77.7428
"Centreville","VA",38.8391,-77.4389
"Sherando","VA",37.9889,-78.9442
"Kire","VA",37.4401,-80.519
"Drakes Branch","VA",36.9933,-78.6009
"Wicomico Church","VA",37.8151,-76.3777
"Short Pump","VA",37.6549,-77.6201
"Fairview Beach","VA",38.3283,-77.2424
"Lunenburg","VA",36.9584,-78.2682
"Mustoe","VA",38.3237,-79.6403
"Chilhowie","VA",36.8009,-81.6832
"Newington","VA",38.7358,-77.1993
"Greenbush","VA",37.7397,-75.6797
"Glen Lyn","VA",37.3727,-80.858
"Ridgeway","VA",36.5781,-79.8583
"Gargatha","VA",37.7905,-75.582
"Massanutten","VA",38.4115,-78.7269
"Rustburg","VA",37.2712,-79.0961
"Providence Forge","VA",37.4418,-77.0436
"Boykins","VA",36.5778,-77.1989
"Lee Mont","VA",37.7799,-75.6802
"Monterey","VA",38.4116,-79.5809
"Dungannon","VA",36.8285,-82.4681
"Wilderness","VA",38.3257,-77.7258
"Allisonia","VA",36.9342,-80.7255
"Rose Hill","VA",36.667,-83.3753
"Bowling Green","VA",38.0535,-77.3473
"Mappsville","VA",37.8433,-75.5689
"Mountain Road","VA",36.7585,-78.989
"Virginia Beach","VA",36.7335,-76.0435
"Toms Brook","VA",38.9465,-78.44
"Boston","VA",37.6039,-75.8437
"Elliston","VA",37.2164,-80.2245
"Gordonsville","VA",38.1361,-78.1878
"Montvale","VA",37.3866,-79.7253
"Mount Hermon","VA",36.6716,-79.4196
"Occoquan","VA",38.6825,-77.2606
"Craigsville","VA",38.0838,-79.3853
"Herndon","VA",38.97,-77.3867
"Troutville","VA",37.4168,-79.8779
"Greenbackville","VA",38.0105,-75.3869
"Zuni","VA",36.866,-76.8308
"Manakin","VA",37.6015,-77.7022
"McDowell","VA",38.3357,-79.4906
"Glasgow","VA",37.6347,-79.4515
"Hayfield","VA",38.7536,-77.1321
"Timberville","VA",38.6339,-78.773
"Jetersville","VA",37.2943,-78.0942
"Countryside","VA",39.0518,-77.4124
"Mount Crawford","VA",38.36,-78.9413
"Woolwine","VA",36.7899,-80.2773
"Eagle Rock","VA",37.6407,-79.8012
"Crystal Hill","VA",36.8557,-78.9089
"Stonega","VA",36.9532,-82.7913
"Edgerton","VA",36.779,-77.7775
"Arrington","VA",37.6744,-78.8929
"Carrollton","VA",36.9394,-76.5265
"Gore","VA",39.264,-78.3319
"Acorn","VA",38.0193,-76.6491
"Bastian","VA",37.1521,-81.1501
"Stafford","VA",38.4221,-77.4083
"Hanover","VA",37.7668,-77.3706
"Woodlake","VA",37.4216,-77.6783
"Fort Mitchell","VA",36.9182,-78.4861
"Augusta Springs","VA",38.1079,-79.3352
"Chesapeake","VA",36.6778,-76.3024
"Metompkin","VA",37.7671,-75.6054
"Maurertown","VA",38.9325,-78.4615
"Tappahannock","VA",37.9187,-76.8667
"Yale","VA",36.8457,-77.2875
"New Baltimore","VA",38.7495,-77.7151
"Syria","VA",38.4879,-78.3261
"Idylwood","VA",38.8896,-77.2056
"Urbanna","VA",37.6395,-76.5747
"Haysi","VA",37.2151,-82.2931
"Virgilina","VA",36.5463,-78.7755
"Mouth of Wilson","VA",36.5896,-81.3365
"Round Hill","VA",39.1319,-77.7681
"Williamsville","VA",38.1948,-79.5709
"Whitesville","VA",37.7816,-75.6636
"Catlett","VA",38.654,-77.637
"Ebony","VA",36.5759,-77.9839
"Coeburn","VA",36.9445,-82.4695
"Bassett","VA",36.7615,-79.9866
"Purcellville","VA",39.1378,-77.711
"Arlington","VA",38.8786,-77.1011
"Blackstone","VA",37.0821,-78.0029
"New River","VA",37.1409,-80.5929
"Twin Lakes","VA",38.2504,-78.4417
"Stanleytown","VA",36.7512,-79.9521
"Appalachia","VA",36.9098,-82.7882
"Heathsville","VA",37.92,-76.4785
"Covington","VA",37.7786,-79.9868
"Amonate","VA",37.1909,-81.6387
"Charlottesville","VA",38.0375,-78.4855
"Rural Retreat","VA",36.901,-81.2765
"Vansant","VA",37.2358,-82.096
"Smithfield","VA",36.9754,-76.6162
"Lake Monticello","VA",37.921,-78.3295
"Villa Heights","VA",36.6981,-79.8994
"West Springfield","VA",38.7771,-77.2268
"Waverly","VA",37.034,-77.0956
"Abbott","VA",37.4293,-80.1395
"Burkeville","VA",37.1879,-78.2012
"Wallace","VA",36.6529,-82.1279
"Bull Run Mountain Estates","VA",38.9106,-77.6638
"Falling Spring","VA",37.8865,-79.9795
"Chase Crossing","VA",37.7603,-75.6657
"Tazewell","VA",37.1268,-81.5134
"Benns Church","VA",36.9369,-76.5842
"Cullen","VA",37.1176,-78.6492
"Esmont","VA",37.8284,-78.5959
"Lovettsville","VA",39.2735,-77.6399
"Seven Mile Ford","VA",36.8128,-81.6294
"Brooke","VA",38.3876,-77.3797
"Achilles","VA",37.2801,-76.4402
"Lewisetta","VA",37.9979,-76.4627
"Boones Mill","VA",37.1156,-79.9514
"Atkins","VA",36.8674,-81.3992
"Norfolk","VA",36.8945,-76.259
"Belle Haven","VA",37.5557,-75.8258
"Ladysmith","VA",38.0176,-77.5153
"Whaleyville","VA",36.5882,-76.6847
"Middletown","VA",39.0288,-78.278
"Blue Ridge Shores","VA",38.109,-78.0236
"Montclair","VA",38.6111,-77.34
"Dumfries","VA",38.567,-77.3233
"Stuart","VA",36.6404,-80.2686
"Berryville","VA",39.1505,-77.9824
"Templeton","VA",37.0811,-77.3563
"Winterpock","VA",37.346,-77.7194
"Stevens Creek","VA",36.7287,-80.999
"Millboro","VA",37.9751,-79.6028
"Bracey","VA",36.5762,-78.1107
"Stanley","VA",38.5769,-78.5028
"Buchanan","VA",37.5212,-79.6894
"Gretna","VA",36.9492,-79.3647
"Elkton","VA",38.4106,-78.6161
"Moneta","VA",37.1813,-79.6173
"Glen Wilton","VA",37.7529,-79.8189
"Eggleston","VA",37.2873,-80.6187
"Yogaville","VA",37.6654,-78.6946
"Damascus","VA",36.6326,-81.7891
"Rushmere","VA",37.0836,-76.6747
"Petersburg","VA",37.2043,-77.3913
"Dumbarton","VA",37.613,-77.5065
"Fort Hunt","VA",38.7361,-77.0589
"Goldvein","VA",38.449,-77.6553
"Prices Fork","VA",37.207,-80.4852
"Rio","VA",38.0762,-78.4611
"Claremont","VA",37.2273,-76.9665
"Sussex","VA",36.9173,-77.2718
"Hurt","VA",37.0954,-79.3029
"Fort Chiswell","VA",36.9444,-80.9577
"Hallwood","VA",37.8774,-75.5898
"Pungoteague","VA",37.6291,-75.8172
"Hot Springs","VA",38.0013,-79.8239
"Manchester","VA",37.4902,-77.5396
"Sandy Level","VA",36.5645,-79.7276
"Chatham","VA",36.8185,-79.3967
"West Falls Church","VA",38.8648,-77.1878
"Weyers Cave","VA",38.2844,-78.9125
"Walkerton","VA",37.7263,-77.0227
"Pearisburg","VA",37.3289,-80.7275
"Enon","VA",37.3275,-77.3196
"Arvonia","VA",37.6835,-78.3414
"Isle of Wight","VA",36.9076,-76.7077
"Daleville","VA",37.415,-79.9132
"Matoaca","VA",37.2313,-77.4679
"Fair Oaks","VA",38.8653,-77.3586
"Temperanceville","VA",37.899,-75.5527
"Gratton","VA",37.1351,-81.4212
"Franconia","VA",38.7682,-77.1587
"Collinsville","VA",36.7215,-79.9122
"Windsor","VA",36.8095,-76.7406
"Cats Bridge","VA",37.5491,-75.7797
"Parksley","VA",37.7863,-75.6539
"Bland","VA",37.1,-81.1161
"Huntington","VA",38.7916,-77.074
"Brightwood","VA",38.4132,-78.188
"Sanford","VA",37.9299,-75.662
"Chincoteague","VA",37.9591,-75.3496
"Sperryville","VA",38.6562,-78.2322
"Waterford","VA",39.1868,-77.61
"Sugarland Run","VA",39.0309,-77.3762
"Tiptop","VA",37.2109,-81.434
"Deerfield","VA",38.1955,-79.4104
"Meadowbrook","VA",37.4301,-77.474
"Selma","VA",37.8033,-79.8499
"Churchville","VA",38.2247,-79.1619
"Springville","VA",37.194,-81.3999
"Shenandoah","VA",38.4875,-78.6171
"Saxe","VA",36.9299,-78.6633
"Parrott","VA",37.2168,-80.6241
"Altavista","VA",37.1232,-79.2858
"Potomac Mills","VA",38.6547,-77.3012
"Great Falls","VA",39.011,-77.3013
"Naruna","VA",37.106,-79.0025
"Clifton Forge","VA",37.8232,-79.825
"Skyland Estates","VA",38.9329,-78.085
"Lynch Station","VA",37.1463,-79.3009
"Claypool Hill","VA",37.0633,-81.7506
"Fries","VA",36.7139,-80.975
"La Crosse","VA",36.7014,-78.0939
"Glade Spring","VA",36.7899,-81.7726
"Falls Church","VA",38.8847,-77.1751
"Dunn Loring","VA",38.8945,-77.2315
"Pound","VA",37.126,-82.6071
"Rocky Mount","VA",37.0045,-79.8854
"Concord","VA",37.3426,-78.9862
"Grottoes","VA",38.2692,-78.8252
"Modest Town","VA",37.8169,-75.561
"Fairlawn","VA",37.1476,-80.5567
"Galax","VA",36.666,-80.9176
"Farmville","VA",37.2968,-78.3993
"University Center","VA",39.0601,-77.4445
"Lively","VA",37.7776,-76.5136
"Nethers","VA",38.5704,-78.2778
"Hampden Sydney","VA",37.2415,-78.4693
"Saxis","VA",37.9261,-75.7224
"Sutherland","VA",37.196,-77.5597
"Brodnax","VA",36.7033,-78.0318
"Stanardsville","VA",38.2991,-78.4367
"Purdy","VA",36.8224,-77.588
"Highland Springs","VA",37.5516,-77.3285
"Massanetta Springs","VA",38.3899,-78.834
"Martinsville","VA",36.6827,-79.8636
"Chantilly","VA",38.8868,-77.4453
"New Hope","VA",38.1954,-78.9044
"Dry Fork","VA",36.7546,-79.3997
"Toano","VA",37.3799,-76.8041
"Saluda","VA",37.6053,-76.5938
"Danville","VA",36.5831,-79.4088
"Jewell Ridge","VA",37.1848,-81.7884
"Shipman","VA",37.7272,-78.8423
"Quantico","VA",38.5224,-77.2901
"Rice","VA",37.2752,-78.2914
"Triangle","VA",38.5483,-77.3195
"Ingram","VA",36.7443,-79.1584
"Ivy","VA",38.0611,-78.5987
"Ettrick","VA",37.2435,-77.4287
"Harborton","VA",37.6596,-75.8332
"Dendron","VA",37.0364,-76.924
"Prince George","VA",37.2209,-77.2683
"Flint Hill","VA",38.7666,-78.1028
"Quinby","VA",37.5533,-75.7368
"Wise","VA",36.977,-82.5809
"Sedley","VA",36.7753,-76.9862
"Dale City","VA",38.6473,-77.3459
"Mechanicsville","VA",37.6262,-77.3561
"Lafayette","VA",37.233,-80.2051
"Nathalie","VA",36.9381,-78.9421
"Manassas","VA",38.7479,-77.4839
"Mount Sidney","VA",38.2586,-78.9654
"Lakeside","VA",37.6133,-77.4768
"Colonial Beach","VA",38.2565,-76.9784
"Central Point","VA",37.989,-77.1322
"Lowes Island","VA",39.0471,-77.3524
"Suffolk","VA",36.6953,-76.6398
"Burkes Garden","VA",37.0982,-81.3409
"Ivanhoe","VA",36.8428,-80.9683
"Chase City","VA",36.7998,-78.461
"Saint Charles","VA",36.8052,-83.0575
"Clinchport","VA",36.6781,-82.7451
"Blairs","VA",36.6958,-79.3774
"Merrifield","VA",38.8731,-77.2426
"Madison Heights","VA",37.4487,-79.1057
"Deep Creek","VA",37.7631,-75.7551
"Clarksville","VA",36.6172,-78.5639
"Moseley","VA",37.4751,-77.7789
"Hoadly","VA",38.6804,-77.3592
"Mitchelltown","VA",38.0129,-79.8114
"Lovingston","VA",37.7605,-78.8689
"Kent","VA",36.9521,-81.0187
"Independence","VA",36.6254,-81.1511
"Harrisonburg","VA",38.4362,-78.8735
"Melfa","VA",37.6489,-75.7408
"King George","VA",38.2807,-77.1896
"Newtown","VA",38.4154,-78.5981
"Clintwood","VA",37.1507,-82.4568
"White Stone","VA",37.644,-76.3897
"Pembroke","VA",37.3219,-80.6365
"Spring Garden","VA",36.7804,-79.3047
"Rocky Gap","VA",37.2423,-81.1073
"Dublin","VA",37.0987,-80.6831
"Wakefield","VA",36.9686,-76.9875
"Dryden","VA",36.7764,-82.9433
"Elk Hill","VA",37.7176,-78.0875
"Horntown","VA",37.9655,-75.4559
"Low Moor","VA",37.7944,-79.8706
"Gladstone","VA",37.5468,-78.8495
"Oak Grove","VA",38.9845,-77.4174
"Gloucester","VA",37.4138,-76.5255
"Dulles Town Center","VA",39.0265,-77.4196
"Bobtown","VA",37.6493,-75.7998
"Belspring","VA",37.1938,-80.6097
"Fredericksburg","VA",38.2992,-77.4872
"Bealeton","VA",38.5822,-77.7781
"Warrenton","VA",38.7176,-77.7975
"Savage Town","VA",37.55,-75.7983
"Marion","VA",36.8389,-81.5135
"Blue Ridge","VA",37.3783,-79.8206
"Ravensworth","VA",38.8032,-77.2223
"Broadway","VA",38.6082,-78.8017
"McCoy","VA",37.2171,-80.5978
"Bellwood","VA",37.406,-77.4363
"Shawsville","VA",37.1707,-80.2527
"Drewryville","VA",36.7157,-77.3064
"Wyndham","VA",37.6924,-77.6123
"Bridgewater","VA",38.3863,-78.9675
"Weber City","VA",36.6236,-82.5631
"Spring Creek","VA",38.401,-79.0342
"Pratts","VA",38.3476,-78.27
"Pastoria","VA",37.7446,-75.6352
"Union Level","VA",36.7071,-78.2319
"East Lexington","VA",37.8009,-79.416
"Wattsville","VA",37.9304,-75.4953
"Mount Airy","VA",36.9429,-79.1922
"Ferrum","VA",36.9313,-80.0149
"Culpeper","VA",38.4705,-78.0001
"Cloverdale","VA",37.3566,-79.9055
"Fincastle","VA",37.4994,-79.8757
"Triplet","VA",36.6104,-77.7658
"Vinton","VA",37.2745,-79.8888
"Owenton","VA",37.8837,-77.1003
"Meherrin","VA",37.1032,-78.3667
"DeWitt","VA",37.0388,-77.6433
"Pohick","VA",38.7101,-77.1966
"Henry Fork","VA",36.9679,-79.871
"Chester Gap","VA",38.8534,-78.1325
"Pamplin","VA",37.2642,-78.682
"Mount Solon","VA",38.3448,-79.085
"Gate City","VA",36.6401,-82.5782
"Bloxom","VA",37.8292,-75.6214
"McLean","VA",38.9436,-77.1943
"Brambleton","VA",38.9803,-77.5323
"Sweet Briar Station","VA",37.5529,-79.0664
"Blacksburg","VA",37.23,-80.428
"Milford","VA",38.0232,-77.3733
"Pender","VA",38.8707,-77.3689
"Passapatanzy","VA",38.2942,-77.3266
"Castlewood","VA",36.8782,-82.2878
"Portsmouth","VA",36.8468,-76.354
"Newport News","VA",37.1051,-76.5185
"Westlake Corner","VA",37.1234,-79.6971
"Shenandoah Retreat","VA",39.1373,-77.8637
